name,vendor,link,price,description,characteristics,reviews
Kit petite bobine inductive et 10 LED sans fil - 5V,Adafruit Industries,https://eu.robotshop.com//fr/products/kit-petite-bobine-inductive-10-led-sans-fil-5v#,"Prix en promotion€17,23","Le kit petite bobine inductive et 10 LED sans fil - 5V utilise des champs électromagnétiques et un couplage inductif pour faire passer l'énergie dans l'air afin d'allumer les LED soudées sur les bobines. La charge inductive est un moyen d'alimenter un appareil sans connexion filaire directe. La plupart des gens ont vu une charge inductive dans une brosse à dents électrique rechargeable. Ces chargeurs fonctionnent en prenant un transformateur de puissance et en le divisant en deux, une forme d'onde CA est générée en une seule et se couple à la deuxième bobine.",Tension : 5V Distance de détection : 0 - 80 mm,Average rating is 0.00 stars
Microcontrôleur Arduino Mega 2560 Rev3,Arduino,https://eu.robotshop.com//fr/products/microcontroleur-arduino-mega-2560-rev3#,"Prix en promotion€50,82","Le Microcontrôleur Arduino Mega 2560 Rev3 est une carte microcontrôleur basée sur l'ATmega2560. Il est doté de 54 broches d'entrée/sortie numériques (dont 14 peuvent être utilisées comme sorties MLI), de 16 entrées analogiques, de 4 émetteurs-récepteurs universels asynchrones (UART, ports série physiques), d'un oscillateur à cristal de 16 MHz, d'une connexion USB, d'une prise de courant, d'une embase ICSP et d'un bouton de réinitialisation. Il contient tout ce qui est nécessaire pour prendre en charge le microcontrôleur. Pour cela, branchez-le à un ordinateur au moyen d'un câble USB ou allumez-le avec une batterie ou un adaptateur CC/CA pour le démarrer. L'Arduino Mega est compatible avec la plupart des blindages conçus pour les Arduino Uno, Duemilanove ou Diecimila.  L'Arduino Mega peut être alimenté via le Câble USB de 1.5m Type A vers B  ou au moyen d'une alimentation électrique externe. Le Mega2560 diffère de toutes les cartes précédentes, car il n'utilise pas la puce contrôleur FTDI USB/série. Au lieu de cela, il dispose de l'Atmega8U2 programmé en tant que convertisseur USB/série.

Chacune des 54 broches numériques sur le Mega peut être utilisée en tant qu'entrée ou sortie, en utilisant les fonctions pinMode(), digitalWrite() et digitalRead() Il dispose également de 16 entrées analogiques, chacune d'elles disposant de 10 bits de résolution (c'est-à-dire 1 024 valeurs différentes)

L'Arduino Mega2560 dispose d'un certain nombre de moyens pour communiquer avec un ordinateur, un autre Arduino ou d'autres microcontrôleurs. L'ATMEGA2560 fournit quatre UART physiques pour des communications sérielles de type TTL (5 V). Un ATmega8U2 sur la carte canalise l'un d'eux sur l'USB et fournit un port COM virtuel pour le logiciel sur l'ordinateur. En outre, il accepte les communications I2C (TWI) et SPI. Le logiciel Arduino intègre une bibliothèque de câblage pour simplifier l'utilisation du bus I2C. Voyez la documentation sur le site Web de câblage pour plus de détails. Pour la communication SPI, utilisez la bibliothèque SPI.

L'Arduino Mega2560 peut être programmé au moyen de l'IDE Arduino gratuite et d'un code source libre via une connexion USB, sans avoir besoin de matériel supplémentaire grâce à son chargeur initial de programme préchargé. Vous pouvez également contourner le chargeur initial de programme et programmer le microcontrôleur via l'embase Programmeur PIC USB ICSP Cytron. L'Arduino Mega peut être alimenté par la connexion USB ou par une alimentation électrique externe. L'alimentation électrique est automatiquement sélectionnée. L'alimentation externe (non-USB) peut provenir d'un adaptateur CA/CC (mural) ou d'une batterie. L'adaptateur peut être connecté en branchant une prise de centre positif de 2,1 mm dans la prise de courant de la carte. Les broches de raccordement d'une batterie peuvent être insérées dans les embases mâles Gnd et Vin (tension en entrée) du connecteur POWER (alimentation). La carte peut fonctionner avec une alimentation externe de 6 à 20 volts. Si cependant elle est alimentée à moins de 7 V, la broche du 5 V peut fournir moins de cinq volts et la carte peut devenir instable. Si elle reçoit plus de 12 V, le régulateur de tension peut surchauffer et endommager la carte. La plage recommandée et de 7 à 12 volts.  Alimentation Les broches d'alimentation se répartissent comme suit : L'Arduino Mega2560 est conçu pour être compatible avec la plupart des blindages conçus pour les Uno, Diecimila ou Duemilanove.","Microcontrôleur : ATmega2560 Tension de fonctionnement : 5 V Tension en entrée (recommandée) : de 7 à 12 V Tension en entrée (limites) : de 6 à 20 V Broches E/S numériques : 54 (dont 14 alimentent la sortie MLI) Broches d'entrées analogiques : 16 Courant CC par broche d'E/S : 40 mA Courant CC pour la broche de 3,3 V : 50 mA Mémoire Flash : 256 Ko dont 8 Ko utilisés par le chargeur initial de programme Mémoire SRAM : 8 Ko Mémoire EEPROM : 4 Ko Vitesse d'horloge : 16 MHz",Average rating is 4.95 stars
Bouclier de module de mini caméra ArduCAM avec 5 MP OV5642 pour Arduino,ArduCAM,https://eu.robotshop.com//fr/products/bouclier-module-mini-camera-arducam-5-mp-ov5642-pour-arduino#,"Prix en promotion€46,08","Le bouclier de module de caméra ArduCAM Mini avec 5 MP OV5642 pour Arduino peut être utilisé dans toutes les plates-formes comme Arduino, Raspberry Pi, Maple, Chipkit, Beaglebone black, tant qu'ils ont une interface SPI et I2C et peuvent être bien couplés avec des cartes Arduino standard . Il s'agit d'une caméra SPI 5MP haute définition à usage général, réduisant la complexité de l'interface de contrôle de la caméra. Il intègre le capteur d'image CMOS 5 MP OV5642 et fournit une taille miniature, ainsi qu'une interface matérielle facile à utiliser et une bibliothèque de code source ouverte.  Prend en charge le mode de compression JPEG, le mode de prise de vue unique et multiple, l'enregistrement de courts métrages, l'opération de lecture multiple de capture unique, l'opération de lecture en rafale, le mode basse consommation, etc. Il peut être utilisé dans l'IoT, le robot, la faune, le HDR et autres produits ou applications de traitement d'images scientifiques. Capturez des images JPEG décentes de 5 MP et effectuez une capture d'images RAW pleine résolution de 5 MP, ce qui en fait la solution idéale pour les applications IoT et de traitement d'images scientifiques. De plus, il peut également enregistrer de courts clips vidéo.","Résolution : 5 MP Alimentation : 3,3 ~ 5 V Taille du tableau actif : 2592 x 1944 Vitesse SPI : 8 MHz maximum Volet : volet roulant Tampon de trame : 8 Mo Taille des pixels : 1,4 µm x 1,4 µm Objectif M12 par défaut : 55 ° Prise en charge de la résolution : 5 MP, 1080p, 720p, VGA, QVGA Prise en charge des formats : RAW, YUV, RVB, JPEG Poids : 20g Température : -10 +55 °C",Average rating is 4.67 stars
"Servomoteur MG995, RC Servo, 20 kg Metal Gear Servo (4x)",Adeept,https://eu.robotshop.com//fr/products/servomoteur-mg995-rc-servo-20-kg-metal-gear-servo-4x#,"Prix en promotion€27,99","Le Servomoteur MG995, RC Servo, 20 kg Metal Gear Servo (4x) utilise un potentiomètre de haute précision et une puce numérique haute résolution pour assurer des performances stables, et résoudre les problèmes : R / C inadaptés et trop lent temps de réponse. Le tout-métal engrenage RC servo peut contrôler la gamme d'angle de 0 à 180, avec un contrôle précis, et les engrenages sont très cohérents, de sorte qu'il peut tourner à 360 degrés lorsque le pouvoir est éteint. Servo analogique Idéal pour les hélicoptères RC, les micro-robots, les bras robotiques et les chenillettes RC, les moteurs de bateaux RC, divers jouets télécommandés et les expériences Arduino. Le servomoteur est compatible avec Futaba, Hitec, Sanwa, GWS, etc.","Couple de décrochage : 12 kg/cm (6 V), 13 kg/cm (7,2 V) Vitesse de fonctionnement : 0,17 sec / 60 degrés (4,8 V sans charge) | 0,13 sec / 60 degrés (6,0 V sans charge) Tension de fonctionnement : 3.0 - 7.2 V Type d'engrenage : Tous les engrenages en métal Largeur de la bande morte : 4 us Spécifications de la prise : JR FUTABA et ainsi de suite Plage de température : -30 - +60 Alimentation électrique : par adaptateur externe Poids : 55 g",Average rating is 0.00 stars
Geekservo 2kg Compatible 360 Degrés avec Lego,ELECFreaks,https://eu.robotshop.com//fr/products/geekservo-2kg-compatible-360-degres-lego#,"Prix en promotion€10,95","Le Geekservo 2kg 360 Degrés Compatible avec Lego offre des essieux à double sortie 360 ° et est compatible avec Lego. Il convient aux projets moyens ou grands et fonctionne sur une plage de tension de fonctionnement comprise entre 3,3 et 6 V.","Vitesse de fonctionnement (sans charge) : 0,14 sec / 60 ° (4,8 V) Tension de fonctionnement : 3,3 - 6 V Tension nominale : 4,8 V Courant de fonctionnement (sans charge) : 70 mA Courant du rotor verrouillé : 800 mA Couple maximum : 1,8 kg-cm",Average rating is 5.00 stars
Interface Pour Capteurs de Base Wheatstone Bridge Phidgets (avec Boîtier),Phidgets,https://eu.robotshop.com//fr/products/interface-pour-capteurs-base-wheatstone-bridge-phidgets-avec-boitier#,"Prix en promotion€103,72","L'Interface Pour Capteurs de Base Wheatstone Bridge Phidgets (avec Boîtier) est conçue pour mesurer la sortie d'une cellule de charge. Vous pouvez connecter jusqu'à quatre cellules de charge ou extensomètres. Le débit de données minimal est de 8 ms, bien que le taux d'échantillonnage maximal de la carte soit de 122 échantillons par seconde (légèrement moins que la valeur de 125 que le débit de 8 ms pourrait suggérer).  Elle est livrée préassemblée dans un boîtier à coque en plastique. Les extensomètres sont idéaux pour surveiller la souche dans un matériau faisant déjà partie de votre projet. En attachant des extensomètres de manière stratégique, vous pouvez transformer un élément porteur de charge en une cellule de charge personnalisée.","Contrôlée par : USB Nom de l'objet API : pont Nombre d'entrées du pont : 4 Débit minimal de données du pont : 8 ms Débit maximal de données du pont : 1000 ms Courant d'entrée max. du pont : ± 3 nA Résolution de tension différentielle : 24 bits Tension USB min. : 4,5 V CC Tension USB max. : 5,3 V CC Vitesse USB : pleine vitesse Consommation électrique min. : 35 mA Consommation électrique max. : 500 mA Courant externe disponible : 465 mA Limite de tension d'entrée min. : mise à la terre + 0,25 V CC Limite de tension d'entrée max. : alimentation de 5 V - 0,25 V CC Calibre de câble recommandé : 16 à 26 AWG Température nominale min. : 0 °C Température nominale max. : 70 °C",Average rating is 0.00 stars
Roue Omni Plastique 58mm (compatible avec Servomoteurs et Lego Mindstorms NXT),Nexus Robot,https://eu.robotshop.com//fr/products/roue-omni-plastique-58mm-compatible-servomoteurs-lego-mindstorms-nxt#,"Prix en promotion€9,02","La Roue Omni Plastique 58mm (compatible avec Servomoteurs et Lego Mindstorms NXT) est le dernier-né de la roue robotisée omnidirectionnelle compatible avec le LEGO de 58 mm. Elle est utile pour rouler librement. La roue omni-plastique en plastique de 58 mm est une roue robuste, durable et à double rangée qui permet un mouvement facile à 360 ° avec une maniabilité en rotation et sur les côtés. Il est livré avec un concentrateur compatible NXT et un concentrateur Axle Center pour les moteurs Arduino. Si vous utilisez cette roue omnidirectionnelle sur votre robot, vous pouvez la faire avancer / reculer et la faire pivoter sans modifier son orientation. ",Couleur du corps et des rouleaux: noir et gris Matériel de rouleau: nylon + PE,Average rating is 4.86 stars
Convertisseur de Voltage DC-DC 25W,DFRobot,https://eu.robotshop.com//fr/products/convertisseur-voltage-dc-dc-25w#,"Prix en promotion€10,43",,"Plage de tensions d'entrée : de 3,6 à 25 V Plage ajustable en sortie : de 3,3 à 25 V Courant constant en sortie : 5 A à 5 V Puissance maximale en sortie : 25 W Fréquence de commutation : 350 KHz Trois interfaces de sortie différentes Dimensions : 46 x 50 x 20 mm",Average rating is 4.81 stars
Servomoteur 9g 270° Geekservo (compatible avec LEGO),ELECFreaks,https://eu.robotshop.com//fr/products/servomoteur-9g-270-geekservo-compatible-lego#,"Prix en promotion€7,61","Le Servomoteur 9g 270° Geekservo (compatible avec LEGO) est un type de moteur d'actionnement composé d'un moteur à courant continu et d'une boucle de contrôle à rétroaction et généralement contrôlé par PWM. Il existe principalement deux types sur le marché: le servo à rotation limitée (mise au point avec contrôle de l'angle) et le servo à rotation continue (mise au point avec contrôle de la vitesse). Il a une tension de travail de 3,3 à 6 V et un couple maximal de 500g.cm.","Tension de démarrage: 2,5 V Tension de travail: 3,3 - 6 V Tension nominale: 4,8 V Courant nominal: 100 ma Courant à rotor bloqué: 550 ma Couple maximal: 500 g.cm",Average rating is 5.00 stars
HAT d'Expansion à 32 Canaux Digitaux pour Raspberry Pi,AB Electronics UK,https://eu.robotshop.com//fr/products/hat-expansion-32-canaux-digitaux-pour-raspberry-pi#,"Prix en promotion€16,86"," Le HAT d'Expansion à 32 Canaux Digitaux pour Raspberry Pi est une platine d'extension numérique à 32 canaux conçue pour être utilisée sur le Raspberry Pi. La platine est basée sur le module d'extension E/S à 16 bits MCP23017 de Microchip Technology Inc. Une paire de modules d'extension MCP23017 est incluse sur la platine, permettant de connecter jusqu'à 32 entrées ou sorties numériques au Raspberry Pi.  Le module d'extension IO Pi Plus est alimenté par le Raspberry Pi hôte via le port GPIO et les broches étendues sur le connecteur GPIO vous permettent de superposer l'IO Pi Plus avec d'autres platines d'extension.","Broches de sortie d'interruption configurables – Configurables comme actif-haut, actif-bas ou drain ouvert L'INTA et l'INTB peuvent être configurées pour fonctionner indépendamment ou ensemble Source d'interruption configurable – Interruption par changement à partir des défauts de registre ou des changements de broches configurés Registre d'inversion de polarité pour configurer la polarité des données du port d'entrée Vdd (broche d'entrée 5 V lorsque le cavalier d'isolement est enlevé) : 4,5 V-5,5 V Toutes les entrées et sorties numériques : 0-Vdd Courant à la broche E/S (sourcé ou collecté) : 25 mA Courant maximal sur une seule banque d'E/S (1 dispositif MCP23017) : 125 mA",Average rating is 4.75 stars
Puce pour Analyseur de Fréquence Audio - MSGEQ7,Sparkfun Electronics,https://eu.robotshop.com//fr/products/puce-pour-analyseur-frequence-audio-msgeq7#,"Prix en promotion€7,24",La Puce pour Analyseur de Fréquence Audio - MSGEQ7 est détectée par crêtes et multiplexée vers la sortie pour fournir une représentation CC de l'amplitude de chaque bande. Aucun composant externe n'est nécessaire pour sélectionner les réponses du filtre. Seule une résistance et un condensateur hors microcircuit sont nécessaires pour sélectionner la fréquence d'horloge de l'oscillateur intégré sur la puce. Les fréquences centrales du filtre suivent cette fréquence. Caractéristiques :,,Average rating is 5.00 stars
Contrôleur de Servomoteurs 6-Canal USB Micro Maestro Pololu (Assemblé),Pololu,https://eu.robotshop.com//fr/products/controleur-servomoteurs-6-canal-usb-micro-mastro-pololu-assemble#,"Prix en promotion€28,75","Le contrôleur de servo USB à 6 canaux Micro Maestro de Pololu (assemblé) est le premier des contrôleurs de servo USB de la deuxième génération de Pololu. Le Micro Maestro de Pololu est un contrôleur de servo à 6 canaux très versatile et une carte d'E/S générale dans un ensemble extrêmement compact (2,15 cm x 3,04 cm). Les impulsions du servo à haute résolution extrêmement précises ont une gigue de moins de 200 ns, ce qui fait que ce contrôleur de servo convient parfaitement aux animations électroniques de haute précision. La commande d'accélération et de vitesse intégrée permet d'obtenir des mouvements sans heurts sans avoir à calculer constamment et à transmettre en continu les mises à jour des positions intermédiaires au Micro Maestro.  Caractéristiques : L'application de contrôle et de configuration gratuite pour Windows vous permet facilement de :   - Configurer et tester votre contrôleur  - Créer, exécuter et enregistrer des séquences de mouvements de servo pour des animations électroniques et des robots marcheurs  - Écrire, faire défiler et exécuter des scripts stockés dans le contrôleur de servo Caractéristiques de la série TTL :    - Prise en charge de 300 à 250 000 kbps en mode de bauds fixes   - Prise en charge de 300 à 115 200 kbps en mode de détection automatique de bauds   - Prise en charge simultanée du protocole Pololu, qui donne accès à des fonctionnalités avancées, et du protocole plus simple Scott Edwards MiniSSC II (il n'est pas nécessaire de configurer le dispositif pour un mode de protocole particulier)    - Peut être monté en série avec d'autres contrôleurs de moteur et de servo Pololu en utilisant une seule ligne de transmission de série ",Débit en bauds : 300 à 250 000 bps (en détection automatique de 300 à 115 200 bps) Tension de fonctionnement minimale : 5 V Tension de fonctionnement maximale : 16 V Courant : 20 mA (le montant exact dépend du nombre de voyants allumés et si l'appareil est connecté au port USB) Kit partiel : N,Average rating is 4.75 stars
ESP32 M5StickC PLUS2 Kit de Développement IoT Mini,M5Stack,https://eu.robotshop.com//fr/products/esp32-m5stickc-plus2-kit-developpement-iot-mini#,"Prix en promotion€25,96","Le ESP32 M5StickC PLUS2 Kit de Développement IoT Mini est une version avancée du M5StickC PLUS, équipé de la puce ESP32-PICO-V3-02 comme contrôleur principal, qui comprend des capacités WiFi intégrées. Malgré sa taille compacte, cet appareil est riche en ressources matérielles, incorporant des fonctionnalités telles que l'infrarouge, l'horloge en temps réel (RTC), le microphone, la LED, l'unité de mesure inertielle (IMU), les boutons, le buzzer, et plus encore. L'appareil est équipé d'un écran TFT de 1,14 pouce, offrant une résolution de 135*240, alimenté par le ST7789V2. La capacité de la batterie a été considérablement améliorée à 200 mAh, et l'interface est compatible avec les produits de la série HAT et Unit. Cet outil de développement compact et polyvalent est conçu pour allumer des possibilités créatives infinies. Le ESP32 M5StickC PLUS2 Kit de Développement IoT Mini simplifie le prototypage rapide de produits IoT, rendant l'ensemble du processus de développement plus efficace. Il est convivial, permettant même à ceux qui sont nouveaux dans la programmation de construire facilement des applications intéressantes et de les mettre en œuvre dans des situations réelles. Applications","ESP32-PICO-V3-02240MHz double cœur SPI PSRAM: 2 MB SPI Flash: 8 MB Entrée d'alimentation: 5 V à 500 mA Port: TypeC x1 GROVE: (I2C+I/0+UART) x1 Écran LCD: 135 x 240 TFT LCD coloré, ST7789v2 Bouton: Bouton personnalisé x3 LED: LED VERTE MEMS: MPU6886 Buzzer: buzzer intégré MIC: SPM1423 RTC: BM8563 Batterie: 200 mAh à 3,7 V Antenne: Antenne 3D 2,4G Port PIN: G0, G25/G36, G26, G32, G33 Température de fonctionnement: 0 à 60°C Matériau du boîtier: Plastique (PC) Poids: 17 g",Average rating is 0.00 stars
Élément chauffant PTC 5V 40 degrés C,DFRobot,https://eu.robotshop.com//fr/products/element-chauffant-ptc-5v-40-degres-c#,"Prix en promotion€3,43","L' élément chauffant PTC 5V 40 deg C peut être utilisé pour maintenir automatiquement une température constante sans contrôleurs de température spéciaux et capteurs de température tels que des résistances thermiques et des thermocouples pour le retour de température. Il convient à la fois au courant alternatif et au courant continu, quelle que soit la polarité. La capacité de puissance doit être supérieure à la puissance de dissipation maximale de l'élément chauffant, sinon, il ne peut pas fonctionner correctement. Noter: Concernant la puissance : La puissance de chauffe passe de petite à grande à petite après mise sous tension, et se stabilise enfin. La puissance stable est liée aux conditions d'utilisation. Pour un même réchauffeur PTC avec des conditions d'utilisation différentes, la puissance peut différer plusieurs fois. Plus la dissipation thermique est rapide, plus la puissance stable est élevée. Ce qui est marqué comme la dissipation de puissance maximale et la puissance réelle utilisée doivent être inférieurs à la dissipation de puissance maximale. Occasions d'utilisation : Il est strictement interdit de l'utiliser dans des occasions inflammables et explosives, ou de le mettre dans l'eau ! Les percussions ou coups de poing sont également strictement interdits ! Attention : Si plusieurs éléments chauffants sont utilisés ensemble, ils doivent être connectés en parallèle. Plus il y a d'éléments chauffants, plus la puissance est grande. La diminution de la tension d'alimentation allongera le temps de chauffage de l'élément chauffant et réduira la puissance, mais la température est fondamentalement constante. Choix de l'alimentation : L'élément chauffant basse tension doit utiliser une alimentation de même tension que l'élément chauffant : généralement des alimentations à découpage, des transformateurs, des accumulateurs, des batteries rechargeables, des piles sèches de grande capacité, etc. La puissance (capacité) de l'alimentation électrique doit être supérieure à la puissance dissipée maximale de l'élément chauffant afin que l'élément chauffant puisse générer de la chaleur normalement.",Tension nominale: DC / AC 5V Puissance : 2 - 3 W Température : 40 - 60 °C (Mesurée dans un environnement où la température réelle est de 25 °C),Average rating is 0.00 stars
Adaptateur SSD PCle vers NVMe,IceWhale Technology Limited,https://eu.robotshop.com//fr/products/adaptateur-ssd-pcle-vers-nvme#,"Prix en promotion€11,41","L' adaptateur SSD PCle vers NVMe prend naturellement en charge le SSD NVMe, ce qui permet d'étendre le SSD NVMe en tant que cache haute vitesse sur ZimaBoard. Vous ne voudrez jamais manquer la tendance M.2 et jouer avec M Key/B Key pour innover et développer des trucs sympas comme NPU et des modules de communication réseau.","Double norme : Interface clé M/clé B Vitesse : 32 Gbit/s (NVME), 6 Gbit/s (NGFF) Système : Windows/Mac/Linux",Average rating is 0.00 stars
Capteur de Distance Laser Haute Performance LIDAR-Lite 3 (LLV3HP),Garmin,https://eu.robotshop.com//fr/products/capteur-distance-laser-haute-performance-lidar-lite-3-llv3hp#,"Prix en promotion€171,77","Le Capteur de Distance Laser Haute Performance LIDAR-Lite 3 (LLV3HP) est une solution de mesure optique à haute performance, idéale pour les applications de drones, de robots ou de véhicules sans pilote. Le capteur est logé dans un boîtier IPX7 robuste. Il comprend toutes les fonctionnalités de base et la configurabilité par l'utilisateur du LIDAR-Lite v3 populaire. Ce capteur laser de 40 mètres facile à utiliser est idéal pour les environnements extérieurs ou difficiles. Les mises à jour de notre approche propriétaire de traitement des signaux et les améliorations matérielles ont produit un capteur doté d'une performance et d'une précision meilleures. Il constitue donc le meilleur choix pour les applications nécessitant un capteur de distance robuste et à haute performance. ","Dimensions de l'unité : 24,5 x 53,5 x 33,5 mm (1,0 x 2,1 x 1,3 po) Poids : 34 g (1,2 oz) Indice d'étanchéité : IPX7 Résolution : 1 cm Précision typique : +/- 2,5 cm à des distances supérieures à 2 m (veuillez-vous reporter au manuel d'utilisation pour les spécifications de fonctionnement complètes) Plage : 5 cm à 40 mètres  Fréquence de mise à jour : supérieure à 1 kHz   Interface : I2C ou MLI Alimentation (tension nominale) : 4,75-5 VCC ; 6 V max.  Consommation électrique : 65 mA au repos, 85 mA durant l'acquisition   Température nominale : -20 à 60 °C Longueur d'onde laser / Puissance de crête : 905 nm/1,3 W Divergence de faisceau : 8 mrad Ouverture optique : 12,5 mm Homologations réglementaires : PRODUIT LASER DE CLASSE 1 CLASSIFIÉ EN/IEC 60825-1 2014. Ce produit est conforme aux normes de performance pour les produits laser selon la norme 21 CFR 1040, sauf en ce qui concerne les caractéristiques autorisées par l'indice de variabilité FDA-2016-V-2943 à compter du 27 septembre 2016. Le système ne contient aucun composant pouvant être réparé par l'utilisateur. La réparation et l'entretien du système doivent être effectués uniquement par des techniciens formés en usine. Aucun entretien par l'utilisateur n'est autorisé.",Average rating is 4.45 stars
